"The website has been deleted.","O website foi eliminado.","","","","","",""
"The website has been saved.","O website foi salvo.","","","","","",""
"Themes","Temas","","","","","",""
"This category and all its child elements","Esta categoria e todos os seus elementos filhos","","","","","",""
"This category and its child categories only","Esta categoria e suas subcategorias apenas","","","","","",""
"This category and its products only","Esta categoria e seus produtos apenas","","","","","",""
"This category only","Esta categoria apenas","","","","","",""
"This date is a required value.","Esta data é um valor obrigatório.","","","","","",""
"This is a required field.","Este é um campo obrigatório.","","","","","",""
"This setting enable notification when new admin user created.","Este ajuste permite notificações quando um novo utilizador administrativo é criado.","","","","","",""
"This store cannot be deleted.","Esta loja não pode ser eliminada.","","","","","",""
"This store view cannot be deleted.","Esta vista de loja não pode ser apagada.","","","","","",""
"This website cannot be deleted.","Este site não pode ser apagado.","","","","","",""
"This will be displayed just before body closing tag.","Isto será exibido justo antes da tag de fechamento do corpo.","","","","","",""
"This will be included before head closing tag in page HTML.","Isto será incluído antes do fecho da tag head na página HTML.","","","","","",""
"Timezone","Fuso horário","","","","","",""
"Title Prefix","Prefixo de Título","","","","","",""
"Title Suffix","Sufixo de Título","","","","","",""
"Too Soon: You are trying to perform this operation too frequently. Please wait a few seconds and try again.","Muito Cedo: Está a tentar realizar esta operação com demasiada frequência. Por favor, espere alguns segundos e tente novamente.","","","","","",""
"Transactional Emails","Emails Transacionais","","","","","",""
"Translate Inline","Traduzir em linha","","","","","",""
"Translate, blocks and other output caches should be disabled for both frontend and admin inline translations.","Os blocos e outras caches de saída devem ser desativados tanto para frontend quanto para traduções em linha administrativas.","","","","","",""
"Translations","Traduções","","","","","",""
"Two and more slashes together are not permitted in request path","Dois ou mais slashes juntos não são permitidos no caminho da solicitação","","","","","",""
"Two and more slashes together are not permitted in url rewrite suffix","Dois ou mais slashes juntos não são permitidos no sufixo de reescrita de URL","","","","","",""
"Unable to create directory: %s","Não é possível criar diretório: %s","","","","","",""
"Unable to delete store view. Please, try again later.","Não é possível eliminar a vista da loja. Por favor, tente novamente mais tarde.","","","","","",""
"Unable to delete store. Please, try again later.","Não é possível eliminar loja. Por favor, tente novamente mais tarde.","","","","","",""
"Unable to delete website. Please, try again later.","Não é possível eliminar website. Por favor, tente novamente mais tarde.","","","","","",""
"Unable to proceed. Please, try again","Não é possível prosseguir. Por favor, tente novamente","","","","","",""
"Unable to proceed. Please, try again.","Não é possível prosseguir. Por favor, tente novamente.","","","","","",""
"Unable to save file ""%s"" at ""%s""","Não é possível guardar ficheiro ""%s"" em ""%s""","","","","","",""
"Unable to save file: %s","Não é possível guardar ficheiro: %s","","","","","",""
"Unknown old style column type definition: {$definition}.","Definição de coluna de estilo antigo desconhecida: {$definition}.","","","","","",""
"Unknown scope ""%s"".","Âmbito desconhecido ""%s"".","","","","","",""
"Unsecure","Inseguro","","","","","",""
"Url Options","Opções de Url","","","","","",""
"Use Custom Admin Path","Usar Caminho de Adminstração Personalizado","","","","","",""
"Use Custom Admin URL","Usar URL de Administração Personalizado","","","","","",""
"Use HTTP Only","Usar Apenas HTTP","","","","","",""
"Same-Site","Mesmo-Site","","","","","",""
"None","Nenhum","","","","","",""
"Strict","Rígido","","","","","",""
"Lax","Frouxo","","","","","",""
"Use SID on Frontend","Utilizar SID na Frente","","","","","",""
"Use Secure URLs in Admin","Usar URLs Seguros na Secção de Administração","","","","","",""
"Use Secure URLs in Frontend","Utilizar URLs Seguras no Frontend","","","","","",""
"Use Web Server Rewrites","Usar opção de Reescrever do Servidor Web","","","","","",""
"VAT Number","Número de Contribuinte","","","","","",""
"The default value is ""30 2 * * *"". An empty value disables automatic cache flushing.","O valor padrão é ""30 2 * * *"". Um valor vazio desativa a limpeza automática do cache.","","","","","",""
"Validate HTTP_USER_AGENT","Validar HTTP_USER_AGENT","","","","","",""
"Validate HTTP_VIA","Validar HTTP_VIA","","","","","",""
"Validate HTTP_X_FORWARDED_FOR","Validar HTTP_X_FORWARDED_FOR","","","","","",""
"Validate REMOTE_ADDR","Validar REMOTE_ADDR","","","","","",""
"Validation has failed.","Validação falhou.","","","","","",""
"Value must be between %d and %d","Value must be between %d and %d","","","","","",""
"Variable Code must be unique.","Código da Variável deve ser único.","","","","","",""
"Warning! Enabling this feature is not recommended on production environments because it represents a potential security risk.","Aviso! Ativar esta funcionalidade não é recomendado em ambientes de produção porque representa um risco de segurança potencial.","","","","","",""
"Web","Web","","","","","",""
"Website","Site","","","","","",""
"Website Information","Informação do Website","","","","","",""
"Website Name","Nome do Site","","","","","",""
"Website code may only contain letters (a-z), numbers (0-9) or underscore(_), the first character must be a letter","O código do website só pode conter letras (a-z), números (0-9) ou sublinhado (_), o primeiro caractere deve ser uma letra","","","","","",""
"Website with the same code","Sítio com o mesmo código","","","","","",""
"Weekend Days","Dias do Fim de Semana","","","","","",""
"Welcome Text","Texto de Boas-vindas","","","","","",""
"Wrong file info format","Formato de informação de ficheiro errado","","","","","",""
"Wrong number of arguments for %s","Número de argumentos errado para %s","","","","","",""
"Wrong old style column type definition: {$definition}.","Definição de tipo de coluna antiga errada: {$definition}.","","","","","",""
"XML data is invalid.","Os dados XML são inválidos.","","","","","",""
"XML object is not instance of ""Varien_Simplexml_Element"".","O objeto XML não é uma instância de ""Varien_Simplexml_Element"".","","","","","",""
"Yes","Sim","","","","","",""
"You will have to log in after you save your custom admin path.","Terá de iniciar sessão após guardar o caminho de admin personalizado.","","","","","",""
"Your design change for the specified store intersects with another one, please specify another date range.","A sua alteração de design para a loja especificada intersecta com outra, por favor especifique outro intervalo de datas.","","","","","",""
"database ""%s""","base de dados ""%s""","","","","","",""
"System (config.xml, local.xml) and modules configuration files (config.xml, system.xml).","Sistema (config.xml, local.xml) e ficheiros de configuração de módulos (config.xml, system.xml).","","","","","",""
"Admin","Admin","","","","","",""
"Frontend","Frontend","","","","","",""
"The store view #%d is disabled.","A loja de vista #%d está desativada.","","","","","",""
"Loading Indicator Timeout","Tempo de Espera do Indicador de Carregamento","","","","","",""
"Number of milliseconds to delay showing the loading indicator. The default value is ""200"". An empty value disables the delay.","Número de milissegundos para atrasar a exibição do indicador de carregamento. O valor padrão é ""200"". Um valor vazio desativa o atraso.","","","","","",""
"JavaScript Settings","JavaScript Settings","","","","","",""
"JavaScript Deferral Mode","JavaScript Deferral Mode","","","","","",""
"Defer Only","Defer Only","","","","","",""
"Load on Intent","Load on Intent","","","","","",""
"<strong>Disabled:</strong> No deferral (default behavior)<br/><strong>Defer Only:</strong> Moves all script tags to the end of the page, improving initial render performance<br/><strong>Load on Intent:</strong> <strong style=color:red"">Highly Experimental!</strong> Defers all scripts until user interaction (click","<strong>Disabled:</strong> No deferral (default behavior)<br/><strong>Defer Only:</strong> Moves all script tags to the end of the page, improving initial render performance<br/><strong>Load on Intent:</strong> <strong style=color:red"">Highly Experimental!</strong> Defers all scripts until user interaction (click"," hover"," etc.) - designed for pure vanilla JavaScript and may not work with PrototypeJS or jQuery""","<strong>Disabled:</strong> No deferral (default behavior)<br/><strong>Defer Only:</strong> Moves all script tags to the end of the page, improving initial render performance<br/><strong>Load on Intent:</strong> <strong style=color:red"">Highly Experimental!</strong> Defers all scripts until user interaction (click"," scroll"," hover"," etc.) - designed for pure vanilla JavaScript and may not work with PrototypeJS or jQuery"""
